Common Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Kingdom,Class
Rat's Tail Tassel-fern,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Lycopodopiatae
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Lycopodopiatae
Water Tassel-fern,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Lycopodopiatae
"Rock Tassel-fern, Water Tassel-fern",Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Lycopodopiatae
Square Tassel Fern,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Lycopodopiatae
Sooty Albatross,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves
Norfolk Island Phreatia,Critically Endangered,-,-,-,-,-,-,-,-,Plantae,Liliopsida
White Lace Orchid,Endangered,-,-,-,-,-,-,-,-,Plantae,Liliopsida
Pink Underwing Moth,Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Insecta
Dwarf Phyllota,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Ringed Thin-tail Gecko,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Reptilia
Gulbaru Gecko,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Reptilia
Oakview Leaf-tailed Gecko,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Reptilia
Pinnacles Leaf-tailed Gecko,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Reptilia
Hawkweed,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Bungonia Rice-flower,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Grampians Rice-flower,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Spiked Rice-flower,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Wimmera Rice-flower,Critically Endangered,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
"Plains Rice-flower, Spiny Rice-flower, Prickly Pimelea",Critically Endangered,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Bolivia Hill Rice-flower,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Christmas Island Pipistrelle,Extinct,-,-,-,-,-,-,-,-,Animalia,Mammalia
Oleander,Vulnerable,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
Big Banana Pittosporum,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Mt Augustus Foxglove,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Lord Howe Flax Snail, Lord Howe Placostylus",Endangered,-,Yes,-,-,-,-,-,-,Animalia,Gastropoda
Bastard Ironwood,Endangered,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
"Shiny-leaved Condoo, Black Plum, Wild Apple",Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Green Rosella (King Island),Vulnerable,-,-,-,-,-,Yes,-,-,Animalia,Aves
Kangaroo Island Crimson Rosella,Vulnerable,-,-,-,-,Yes,-,-,-,Animalia,Aves
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Nightcap Plectranthus, Silver Plectranthus",Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae
Silver Candles,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
Budawangs Wallaby-grass,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Grey Plover,Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Aves
fern,Critically Endangered,-,-,-,-,-,-,-,-,Plantae,Polypodiatae
Salt-lake Tussock-grass,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida
Southern Black-throated Finch,Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Aves
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Middle Filmy Fern,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Rock Shield Fern,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Polypodiatae
"Princess Parrot, Alexandra's Parrot",Vulnerable,-,-,Yes,-,Yes,-,-,Yes,Animalia,Aves
Regent Parrot (eastern),Vulnerable,-,Yes,-,-,Yes,-,Yes,-,Animalia,Aves
Superb Parrot,Vulnerable,Yes,Yes,-,-,-,-,Yes,-,Animalia,Aves
"Rufous Pomaderris, Brown Pomaderris",Vulnerable,-,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Cotoneaster Pomaderris,Endangered,-,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Grey Deua Pomaderris,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Kangaroo Island Pomaderris,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
Pale Pomaderris,Vulnerable,Yes,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Parris' Pomaderris,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Moleskin Dogwood,Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
Denman Pomaderris,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Bent Pomaderris,Critically Endangered,-,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Concave Pomaderris,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Round-leaf Pomaderris,Critically Endangered,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Carrington Falls Pomaderris,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Dural Land Snail,Endangered,-,Yes,-,-,-,-,-,-,Animalia,Gastropoda
Mountain Poranthera,Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
White Gallinule,Extinct,-,Yes,-,-,-,-,-,-,Animalia,Aves
"Gilbert's Potoroo, Ngilkat",Critically Endangered,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
Long-footed Potoroo,Endangered,-,Yes,-,-,-,-,Yes,-,Animalia,Mammalia
"Broad-faced Potoroo, Moda",Extinct,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
Long-nosed Potoroo (northern),Vulnerable,-,Yes,-,Yes,-,-,-,-,Animalia,Mammalia
Long-nosed Potoroo (southern mainland),Vulnerable,-,Yes,-,-,Yes,-,Yes,-,Animalia,Mammalia
Jervis Bay Leek Orchid,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Dainty Leek-orchid,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Tapered Leek-orchid,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Three Hummock Leek-orchid,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Bago Leek-orchid,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Chestnut Leek-orchid,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Lilac Leek-orchid,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida
Gaping Leek-orchid,Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida
Crowded Leek-Orchid,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Gorae Leek-orchid,Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida
Western Leek-orchid,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",Endangered,-,-,-,-,Yes,-,Yes,-,Plantae,Liliopsida
"Tawny Leek-orchid, Slaty Leek-orchid",Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Goldsack's Leek-orchid,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida
Golfers Leek-orchid,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Brandy Marys Leek-orchid,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Kelton's Leek-orchid,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Lax Leek Orchid,Critically Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida
Marsh Leek-orchid,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Coastal Leek Orchid,Critically Endangered,-,-,-,-,Yes,-,Yes,-,Plantae,Liliopsida
Milford Leek-orchid,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
"Mignonette Leek-orchid, Cobungra Leek-orchid, Dense Leek-orchid",Vulnerable,-,Yes,-,-,-,-,Yes,-,Plantae,Liliopsida
Fleurieu Leek Orchid,Critically Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida
Pungent Leek-orchid,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Pale Leek-orchid,Vulnerable,-,-,-,-,Yes,-,Yes,-,Plantae,Liliopsida
Knocklofty Leek-orchid,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Tarengo Leek Orchid,Endangered,Yes,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Plum Leek-orchid,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida
Pretty Leek-orchid,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Robust Leek-orchid,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Northern Leek-orchid,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
a leek-orchid,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Dense Leek-orchid,Vulnerable,-,-,-,-,Yes,-,Yes,-,Plantae,Liliopsida
Ben Lomond Leek-orchid,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Fragrant Leek-orchid,Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida
Pomonal Leek-orchid,Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida
Graveside Leek-orchid,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Tunbridge Leek-orchid,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Shelley Leek Orchid,Critically Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida
"Sturdy Leek-orchid, Mount Remarkable Leek-orchid",Vulnerable,-,-,-,-,Yes,-,Yes,-,Plantae,Liliopsida
Wallum Leek-orchid,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
"Dwarf Sawfish, Queensland Sawfish",Vulnerable,-,-,Yes,Yes,-,-,-,Yes,Animalia,Chondrichthyes
"Largetooth Sawfish, Freshwater Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",Endangered,-,-,Yes,Yes,-,-,-,Yes,Animalia,Chondrichthyes
"Green Sawfish, Dindagubba, Narrowsnout Sawfish",Vulnerable,-,Yes,Yes,Yes,-,-,-,Yes,Animalia,Chondrichthyes
Palm Cockatoo (Australian),Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Aves
a beetle,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Insecta
-,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Tranquillity Mintbush, Tranquility Mintbush",Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"West Coast Mintbush, Limestone Mintbush, Red Mintbush",Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Wollemi Mint-bush,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Villous Mintbush,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Monarto Mintbush,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
Wellington Mintbush,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Somersby Mintbush,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Seaforth Mintbush,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Mount Illbilie Mintbush,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
Swamp Mint-bush,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
a mint-bush,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Mount Vincent Mintbush,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Australian Grayling,Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,Animalia,Actinopterygii
"Golden-shouldered Parrot, Alwal, Thaku, Arrmorral, Minpin",Endangered,-,-,-,Yes,-,-,-,-,Animalia,Aves
Paradise Parrot,Extinct,-,Yes,-,Yes,-,-,-,-,Animalia,Aves
"Alpine Bog Skink, Alpine Bog-skink",Endangered,-,Yes,-,-,-,-,Yes,-,Animalia,Reptilia
"Glossy Grass Skink, Swampland Cool-skink, Rawlinson's Window-eyed Skink",Vulnerable,Yes,Yes,-,-,Yes,Yes,Yes,-,Animalia,Reptilia
Western Swamp Tortoise,Critically Endangered,-,-,-,-,-,-,-,Yes,Animalia,Reptilia
Alpine Leafy Liverwort,Vulnerable,-,-,-,-,-,Yes,Yes,-,Plantae,Bryopsida
Mount Lidgbird Charopid Land Snail,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Gastropoda
Whitelegge's Land Snail,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Gastropoda
"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",Critically Endangered,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
Banksia montana mealybug,Critically Endangered,-,-,-,-,-,-,-,Yes,Animalia,Insecta
"Honey Blue Eye, Honey Blue-eye",Endangered,-,-,-,Yes,-,-,-,-,Animalia,Actinopterygii
Long-eared Mouse,Extinct,-,-,-,-,Yes,-,Yes,-,Animalia,Mammalia
"Plains Rat, Palyoora, Plains Mouse",Vulnerable,-,Yes,Yes,Yes,Yes,-,-,Yes,Animalia,Mammalia
"Shark Bay Mouse, Djoongari, Alice Springs Mouse",Vulnerable,-,-,Yes,-,Yes,-,-,Yes,Animalia,Mammalia
"Smoky Mouse, Konoom",Endangered,Yes,Yes,-,-,Yes,-,Yes,-,Animalia,Mammalia
Blue-grey Mouse,Extinct,-,Yes,-,Yes,-,-,-,-,Animalia,Mammalia
"Gould's Mouse, Koontin",Extinct,-,Yes,-,Yes,Yes,-,Yes,Yes,Animalia,Mammalia
"New Holland Mouse, Pookila",Vulnerable,Yes,Yes,-,Yes,-,Yes,Yes,-,Animalia,Mammalia
"Hastings River Mouse, Koontoo",Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Mammalia
"Pilliga Mouse, Poolkoo",Vulnerable,-,Yes,-,-,-,-,-,-,Animalia,Mammalia
"Heath Mouse, Dayang, Heath Rat",Endangered,-,-,-,-,Yes,-,Yes,Yes,Animalia,Mammalia
Southern Corroboree Frog,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Amphibia
Magnificent Brood Frog,Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Amphibia
Northern Corroboree Frog,Critically Endangered,Yes,Yes,-,-,-,-,-,-,Animalia,Amphibia
Mallee Whipbird,Endangered,-,-,-,-,Yes,-,Yes,-,Animalia,Aves
Western Whipbird (Kangaroo Island),Endangered,-,-,-,-,Yes,-,-,-,Animalia,Aves
Western Heath Whipbird,Endangered,-,-,-,-,-,-,-,Yes,Animalia,Aves
King's Brakefern,Endangered,-,-,-,-,-,-,-,-,Plantae,Polypodiatae
Netted Brakefern,Endangered,-,-,-,-,-,-,-,-,Plantae,Polypodiatae
Herald Petrel,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Aves
"Gould's Petrel, Australian Gould's Petrel",Endangered,-,Yes,-,Yes,Yes,Yes,Yes,-,Animalia,Aves
Soft-plumaged Petrel,Vulnerable,-,-,-,-,Yes,Yes,Yes,Yes,Animalia,Aves
Kermadec Petrel (western),Vulnerable,-,Yes,-,Yes,-,-,-,-,Animalia,Aves
"Percy Island Flying-fox, Dusky Fruit Bat",Extinct,-,-,-,Yes,-,-,-,-,Animalia,Mammalia
Spectacled Flying-fox,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Mammalia
"Christmas Island Flying-fox, Christmas Island Fruit-bat",Critically Endangered,-,-,-,-,-,-,-,-,Animalia,Mammalia
Grey-headed Flying-fox,Vulnerable,Yes,Yes,-,Yes,Yes,-,Yes,-,Animalia,Mammalia
Sandhill Greenhood Orchid,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida
Basalt Greenhood,Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida
-,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Liliopsida
Hindmarsh Valley Greenhood,Critically Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida
Floodplain Rustyhood,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida
Green-striped Greenhood,Vulnerable,-,-,-,-,Yes,-,Yes,-,Plantae,Liliopsida
Midland Greenhood,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Leafy Greenhood,Vulnerable,-,-,-,-,Yes,Yes,Yes,-,Plantae,Liliopsida
Lowly Greenhood,Endangered,-,Yes,-,-,Yes,-,Yes,-,Plantae,Liliopsida
"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Halbury Greenhood,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida
Metcalfe's Greenhood,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Nodding Rufoushood,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida
"Blue-tongued Orchid, Kiandra Greenhood",Critically Endangered,Yes,Yes,-,-,-,-,Yes,-,Plantae,Liliopsida
Liawenee Greenhood,Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Two-bristle Greenhood,Critically Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida
Pretty Greenhood,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Arthur River Greenhood,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Sydney Plains Greenhood,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
"Northampton Midget Greenhood, Western Swan Greenhood",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
"Botany Bay Bearded Greenhood, Botany Bay Bearded Orchid",Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Hale Dwarf Greenhood,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida
"Swamp Greenhood, Dainty Swamp Orchid",Vulnerable,-,-,-,-,Yes,-,Yes,-,Plantae,Liliopsida
Robust Greenhood,Critically Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida
Halbury Rustyhood,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Fleshy Greenhood,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Enigmatic Greenhood,Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida
Desert Greenhood,Vulnerable,-,-,-,-,Yes,-,Yes,-,Plantae,Liliopsida
"Grassland Greenhood, Cape Portland Greenhood",Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Ironstone Mulla Mulla,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Pyramid Mulla-mulla,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Dwarf Pea,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Budawangs Bush-pea,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Elusive Bush-pea,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Smooth Bush-pea, Swamp Bush-pea",Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Beyeria Bush-pea,Critically Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
Maiden's Bush-pea,Extinct,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Narrogin Pea,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Genowlan Point Pultenaea, Genowlan Pultenaea",Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Tufted Bush-pea,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
"Yellow Bush-pea, Splendid Bush-pea",Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
Williamsons Bush-pea,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Pilotbird,Vulnerable,Yes,Yes,-,-,-,-,Yes,-,Animalia,Aves
Stoddart's Helicarionid Land Snail,Critically Endangered,-,-,-,-,-,-,-,-,Animalia,Gastropoda
"Christmas Island Blind Snake, Christmas Island Pink Blind Snake",Vulnerable,-,-,-,-,-,-,-,-,Animalia,Reptilia
Spiny Gardenia,Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Anemone Buttercup,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Midlands Buttercup, Tunbridge Buttercup",Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
"Maclear's Rat, Christmas Island Rat",Extinct,-,-,-,-,-,-,-,-,Animalia,Mammalia
"Bulldog Rat, Christmas Island Burrowing Rat",Extinct,-,-,-,-,-,-,-,-,Animalia,Mammalia
Reedia,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
Eastern Gemfish,Conservation Dependent,-,Yes,-,Yes,-,Yes,-,-,Animalia,Actinopterygii
Wongan Rhagodia,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Austral Cornflower, Native Thistle",Vulnerable,-,Yes,-,Yes,-,-,Yes,-,Plantae,Magnoliopsida
Southern Gastric-brooding Frog,Extinct,-,-,-,Yes,-,-,-,-,Animalia,Amphibia
"Northern Gastric-brooding Frog, Eungella Gastric-brooding Frog",Extinct,-,-,-,Yes,-,-,-,-,Animalia,Amphibia
"Fitzroy River Turtle, Fitzroy Tortoise, Fitzroy Turtle, White-eyed River Diver",Endangered,-,-,-,Yes,-,-,-,-,Animalia,Reptilia
Whale Shark,Vulnerable,-,Yes,Yes,Yes,-,Yes,Yes,Yes,Animalia,Chondrichthyes
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
"Large-eared Horseshoe Bat, Greater Large-eared Horseshoe Bat, Lesser Large-eared Horseshoe Bat",Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Mammalia
Pilbara Leaf-nosed Bat,Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
"Lord Howe Grey Fantail, Grey Fantail (Lord Howe Island)",Extinct,-,Yes,-,-,-,-,-,-,Animalia,Aves
"Western Underground Orchid, Underground Orchid",Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
South Coast Underground Orchid,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
Eastern Underground Orchid,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
Narrow-leaved Malletwood,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Smooth Scrub Turpentine,Critically Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Scrub Turpentine, Brown Malletwood",Critically Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Iron Malletwood,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
White Malletwood,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Native Guava,Critically Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Glory of the Centre,Vulnerable,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida
Barrens Wedding Bush,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Mount Donna Buang Wingless Stonefly,Critically Endangered,-,-,-,-,-,-,Yes,-,Animalia,Insecta
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
Australian Painted Snipe,Endangered,Yes,Yes,Yes,Yes,Yes,-,Yes,Yes,Animalia,Aves
Saltmat,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
