Species,Common_name,Official_country,Probable_starting_year_adjusted,Probable_ending_year_adjusted,Cost_estimate_per_year_2017_USD_exchange_rate,Impacted_sector,Type_of_cost,Method_reliability
Crepidula porcellana,slipper limpet,United Kingdom,2010,2013,6947.78,Authorities-Stakeholders,Research,High
Cortaderia selloana/Carpobrotus spp.,NA,Spain,2018,2018,18454.31,Authorities-Stakeholders,Control/Eradication,High
Diverse/Unspecified,crayfish,United Kingdom,2010,2010,27815.45,Authorities-Stakeholders,Research,High
Neovison vison,mink,United Kingdom,2010,2010,28312.22,Authorities-Stakeholders,Research,High
Sciurus carolinensis,grey squirrel,United Kingdom,2010,2010,28430.33,Authorities-Stakeholders,Research,High
Neovison vison,American mink,Spain,2017,2017,18640.20,Authorities-Stakeholders,Control/Eradication,High
Sargassum muticum,wireweed,United Kingdom,2010,2010,28829.83,Authorities-Stakeholders,Research,High
Euphorbia esula,Leafy spurge,United States of America,2012,2012,18149.58,Public and social welfare,Damage-Loss,High
Diverse/Unspecified,Diverse/Unspecified,United Kingdom,2007,2009,9997.28,Authorities-Stakeholders,Research,High
Eichhornia crassipes,water hyacinth,South Africa,2000,2000,7746.29,Authorities-Stakeholders,Control,High
Psittacula krameri,ring-necked parakeet,United Kingdom,2010,2010,30396.55,Public and social welfare,Damage-Loss,High
Eichhornia crassipes,water hyacinth,South Africa,1986,1986,7899.29,Authorities-Stakeholders,Control,High
Eichhornia crassipes,water hyacinth,South Africa,1997,1997,7963.69,Authorities-Stakeholders,Control,High
Cortaderia spp.,Pampas grass,Spain,2019,2019,20380.99,Authorities-Stakeholders,Control/Research,High
Vespa velutina,Asian hornet,Spain,2019,2019,20565.55,Authorities-Stakeholders,Outreach,High
Vespa velutina,Asian hornet,Spain,2020,2020,20734.83,Authorities-Stakeholders,Outreach,High
Diverse/Unspecified,Invasive species,Spain,2020,2020,20748.03,Authorities-Stakeholders,Monitoring/Prevention/Research,High
Centaurea diffusa/Centaurea affinis/Rhaponticum repens,Diffuse knapweed/Spotted knapweed/Russian knapweed,United States of America,1994,1994,31420.29,Public and social welfare,Damage-Loss,High
Euphorbia esula,Leafy spurge,United States of America,1993,1993,32239.55,Public and social welfare,Damage-Loss,High
Diverse/Unspecified,Invasive fish and crayfish,Spain,2008,2020,1668.18,Authorities-Stakeholders,Control,High
Diverse/Unspecified,Invasive fish and crayfish,Spain,2008,2020,1668.18,Authorities-Stakeholders,Control,High
Diverse/Unspecified,Invasive animal species,Spain,2008,2020,1668.18,Authorities-Stakeholders,Control,High
Corbicula fluminea,Asian clam,Spain,2015,2015,21831.78,Authorities-Stakeholders,Control,High
Eichhornia crassipes,water hyacinth,South Africa,1999,1999,8574.48,Authorities-Stakeholders,Control,High
Eichhornia crassipes,water hyacinth,South Africa,1996,1996,8676.73,Authorities-Stakeholders,Control,High
Neovison vison,American mink,Spain,2008,2008,33468.57,Authorities-Stakeholders,Control,High
Dikerogammarus villosus,killer shrimp,Italy,2005,2010,29805.18,Authorities-Stakeholders,Damage-Loss,High
Centaurea affinis/Centaurea stoebe,spotted knapweed,United States of America,2009,2009,22851.03,Authorities-Stakeholders,Damage repair,Low
Lythrum salicaria,Purple loosestrife,United States of America,2012,2012,21352.45,Agriculture/Environment/Forestry,Damage-Loss,High
Lythrum salicaria,purple loosestrife,Canada,2002,2002,17355.72,Authorities-Stakeholders,Control,High
Diverse/Unspecified,Ctenoforos,Diverse/Unspecified,2000,2000,28469.17,Fishery,Control,High
Cytisus scoparius,Scotch broom,Canada,2013,2013,20428.52,Authorities-Stakeholders,Control,High
Cylindropuntia imbricata,Tree cholla,South Africa,1997,2016,69.43,Authorities-Stakeholders,Control,High
Diverse/Unspecified,Diverse/Unspecified,United Kingdom,2005,2007,11579.64,Authorities-Stakeholders,Prevention/Research,High
Neovison vison,American mink,Spain,2014,2014,27515.94,Authorities-Stakeholders,Control,High
Diverse/Unspecified,Trees (Acacias and pines),South Africa,1996,1996,24500.81,Authorities-Stakeholders,Damage repair,High
Pacifastacus leniusculus,signal crayfish,United Kingdom,2010,2010,35371.17,Authorities-Stakeholders,Research,High
Procyon lotor,Raccoon,Spain,2017,2017,23179.45,Authorities-Stakeholders,Eradication/Monitoring,High
Diverse/Unspecified,Invasive plant species,Spain,2008,2020,1817.63,Authorities-Stakeholders,Control,High
Neovison vison,American mink,Spain,2014,2015,29663.66,Authorities-Stakeholders,Control,High
Eichhornia crassipes,water hyacinth,South Africa,2001,2001,9573.15,Authorities-Stakeholders,Control,High
Dreissena polymorpha,zebra mussel,United States of America,2006,2006,24712.05,Authorities-Stakeholders/Fishery,Prevention,High
Rattus norvegicus,brown rat,United Kingdom,2010,2010,37801.16,Authorities-Stakeholders,Monitoring/Research,High
Euphorbia esula,Leafy spurge,United States of America,1993,1993,36990.64,Environment,Damage-Loss,High
Diverse/Unspecified,Diverse/Unspecified,United Kingdom,2010,2010,38212.81,Authorities-Stakeholders,Research,High
Diverse/Unspecified,Invasive plant species,Spain,2008,2020,1920.61,Authorities-Stakeholders,Administration/Control/Research,High
Miconia calvescens,"miconia, velvet tree, bush currant",Australia,2008,2043,642.43,Authorities-Stakeholders,Early detection/Management,High
Eichhornia crassipes,water hyacinth,South Africa,1998,1998,9961.21,Authorities-Stakeholders,Control,High
Dreissena polymorpha,zebra mussel,United States of America,2005,2005,25795.89,Authorities-Stakeholders/Fishery,Prevention,High
Cytisus scoparius,Scotch broom,Australia,2002,2002,16907.39,Authorities-Stakeholders,Control,High
Undaria pinnatifida,Japanese kelp,Australia,1997,1999,9063.51,Authorities-Stakeholders,Control,High
Rhynchophorus ferrugineus,red palm weevil,Bahrain,2009,2009,13139.34,Agriculture,Damage-Loss,High
Diverse/Unspecified,Invasive species,Spain,2019,2019,26409.42,Authorities-Stakeholders,Monitoring/Prevention/Research,High
Neovison vison,American mink,Spain,2016,2016,26501.32,Authorities-Stakeholders,Control,High
Eichhornia crassipes,water hyacinth,South Africa,1995,1995,10545.96,Authorities-Stakeholders,Control,High
Corbicula fluminea,Asian clam,Spain,2014,2014,27400.96,Authorities-Stakeholders,Control,High
Eichhornia crassipes,water hyacinth,South Africa,1991,1991,10859.23,Authorities-Stakeholders,Control,High
Diverse/Unspecified,"Trees (Acacias, pines, hakeas and populus)",South Africa,2002,2011,3167.39,Authorities-Stakeholders,Control,High
Eichhornia crassipes,water hyacinth,South Africa,1998,1998,10924.30,Authorities-Stakeholders,Control,High
Crassula helmsii,Australian swamp stonecrop,United Kingdom,2010,2010,42883.46,Authorities-Stakeholders,Research,High
Eichhornia crassipes,water hyacinth,South Africa,1996,1996,10989.30,Authorities-Stakeholders,Control,High
Dreissena polymorpha,Zebra mussel,Spain,2017,2018,14385.16,Authorities-Stakeholders,Prevention,High
Sargassum muticum,Japanese wireweed,United Kingdom,1976,1976,81952.92,Authorities-Stakeholders,Control,High
Pinus sp./Hakea sp.,NA,South Africa,2007,2040,8284.93,Authorities-Stakeholders,Control,High
Chondrilla juncea,rush skeletonweed,United States of America,2009,2014,4760.63,Agriculture/Environment,Control,High
Diverse/Unspecified,lobsters,United Kingdom,2003,2004,22297.18,Authorities-Stakeholders,Research,High
Rattus spp.,rats,United Kingdom,2008,2012,8957.43,Authorities-Stakeholders,Research,High
Eichhornia crassipes,water hyacinth,South Africa,1992,1992,11454.20,Authorities-Stakeholders,Control,High
Eichhornia crassipes,water hyacinth,South Africa,1981,1981,11760.88,Authorities-Stakeholders,Control,High
Neovison vison,American mink,Spain,2015,2016,31554.66,Authorities-Stakeholders,Control,High
Diverse/Unspecified,Diverse/Unspecified,United Kingdom,2010,2010,48467.74,Agriculture,Control,High
Diverse/Unspecified,"Cheatgrass?(Bromus?tectorum)?(List?C);? x Eurasian?watermilfoil?(Myriophyllum?spicatum)?(List?B);? x Knapweeds?–?diffuse?(Centaurea?diffusa)?(List?B),?meadow?(Centaurea?pratensis)?(List?A),? Russian?(Acroptilon?repens)?(List?B),?spotted?(Centaurea?maculosa)?(List?B),?and?Yellow? starthistle?(Centaurea?solstitialis)?(List?A);?and? x Thistles?–?Canada?(Cirsium?arvense),?musk?(Carduus?nutans),?and?scotch?(Onopordum? acanthium?or?O.?tauricum)?(All?List?B).?",United States of America,2014,2014,29349.80,Agriculture,Damage-Loss,High
Larix sp.,Larch,Spain,2008,2020,2521.72,Authorities-Stakeholders,Control,High
Euphorbia esula,Leafy spurge,United States of America,2012,2012,30961.05,Agriculture/Environment/Forestry,Damage-Loss,High
Bemisia tabaci,Tobacco whitefly,United Kingdom,2005,2006,25570.45,Authorities-Stakeholders,Research,High
Neovison vison,American mink,Spain,2012,2012,40982.70,Authorities-Stakeholders,Control,High
Botryllus schlosseri/Botrylloides violaceus,golden star tunicate/colonial sea squirt,Canada,2002,2002,30026.70,Authorities-Stakeholders,Control,High
Didemnum vexillum,compound sea squirt,United Kingdom,2010,2010,52108.38,Authorities-Stakeholders,Monitoring/Research,High
Diverse/Unspecified,Diverse/Unspecified,United Kingdom,2008,2009,26054.19,Authorities-Stakeholders,Research,High
Impatiens glandulifera,Himalayan balsam,United Kingdom,2010,2012,17369.46,Authorities-Stakeholders,Control/Research,High
Neovison vison,mink,United Kingdom,2008,2010,17369.46,Authorities-Stakeholders,Research,High
Neovison vison,American mink,Spain,2012,2012,41176.20,Authorities-Stakeholders,Control,High
Diverse/Unspecified,Diverse/Unspecified,United Kingdom,1999,2003,10472.05,Authorities-Stakeholders,Research,High
Rastrococcus invadens,Fruit tree mealybug,Togo,1989,1989,59615.67,Agriculture,Control,High
Spathodea campanulata,African tulip tree,Fiji,2012,2062,634.40,Agriculture/Forestry ,Management,High
Cygnus olor,mute swan,United Kingdom,2010,2010,53232.18,Agriculture,Control,High
Reynoutria japonica,Japanese knotweed,United States of America,2012,2012,33096.29,Public and social welfare,Damage-Loss,High
Salvinia molesta,Giant salvinia,Australia,2000,2009,3537.17,Authorities-Stakeholders,Eradication,High
Eichhornia crassipes,water hyacinth,South Africa,1999,1999,13807.59,Authorities-Stakeholders,Control,High
Euphorbia esula,leafy spurge,United States of America,2000,2000,44656.75,Agriculture/Environment/Public and social welfare,Management,High
Centaurea diffusa/Centaurea affinis/Rhaponticum repens,Diffuse knapweed/Spotted knapweed/Russian knapweed,United States of America,1994,1994,52918.38,Agriculture,Damage-Loss,High
Dreissena polymorpha,zebra mussel,United States of America,2004,2004,36492.00,Authorities-Stakeholders/Fishery,Prevention,High
Centaurea affinis,Knapweeds -Spotted,United States of America,2012,2012,35231.54,Public and social welfare,Damage-Loss,High
Phytophthora ramorum,Sudden Oak Death,United States of America,2010,2020,3372.35,Public and social welfare,Control/Eradication,High
Dittrichia viscosa/Symphyotrichum subulatum,Aster squamatus/Dittrichia viscosa,Spain,2008,2020,2880.91,Authorities-Stakeholders,Control,High
Euphorbia esula,leafy spurge,United States of America,1992,1992,57785.80,Public and social welfare,Damage-Loss,High
Sporobolus alterniflorus,Smooth cordgrass,South Africa,2013,2014,2326.07,Authorities-Stakeholders,Control,High
Diverse/Unspecified,Invasive species,Spain,2018,2018,38067.31,Authorities-Stakeholders,Monitoring/Prevention/Research,High
Diverse/Unspecified,Invasive species,Spain,2016,2016,38248.56,Authorities-Stakeholders,Monitoring/Prevention/Research,High
Corbicula fluminea,Asian clam,Spain,2016,2016,38546.19,Authorities-Stakeholders,Control,High
Ludwigia spp.,Ludwigia,Spain,2019,2019,38754.87,Authorities-Stakeholders,Control,High
Sporobolus alterniflorus,Smooth cordgrass,South Africa,2013,2013,2401.75,Authorities-Stakeholders,Control,High
Diverse/Unspecified,Diverse/Unspecified,United Kingdom,2009,2009,60240.76,Authorities-Stakeholders,Research,High
Sporobolus alterniflorus,Smooth cordgrass,South Africa,2014,2015,2426.82,Authorities-Stakeholders,Control,High
Spartina sp.,spartina sp.,United States of America,2000,2000,48451.72,Environment,Management,High
Opuntia stricta,Erect prickly pear,Kenya,2014,2016,12079.81,Agriculture/Environment/Public and social welfare,Control,High
Myriophyllum spicatum,Eurasian watermilfoil,United States of America,2008,2008,39847.12,Authorities-Stakeholders,Damage-Loss,Low
Diverse/Unspecified,Diverse/Unspecified,United Kingdom,2010,2010,60793.11,Authorities-Stakeholders,Research,High
Pinus elliottii/Pinus taeda,NA,Brazil,2010,2017,4296.19,Environment,Control,High
Eichhornia crassipes,water hyacinth,South Africa,1994,1994,15706.08,Authorities-Stakeholders,Control,High
Alopochen aegyptiaca,Egyptian goose,United Kingdom,2010,2010,62398.05,Agriculture,Damage-Loss,High
Centaurea diffusa,Knapweeds - Diffuse,United States of America,2012,2012,38434.40,Public and social welfare,Damage-Loss,High
Centaurea diffusa/Centaurea affinis/Rhaponticum repens,Diffuse knapweed/Spotted knapweed/Russian knapweed,United States of America,1994,1994,59533.18,Public and social welfare,Damage-Loss,High
Eichhornia crassipes,water hyacinth,South Africa,1993,1993,15966.78,Authorities-Stakeholders,Control,High
Lagocephalus sceleratus,silver-cheeked toadfish,Turkey,2005,2010,3342.53,Fishery,Control/Eradication,Low
Felis catus,NA,South Africa,1991,1992,13208.81,Authorities-Stakeholders,Management,Low
Rastrococcus invadens,Fruit tree mealybug,Togo,1988,1988,77624.37,Agriculture,Control,High
Eichhornia crassipes,water hyacinth,South Africa,1992,1992,16662.77,Authorities-Stakeholders,Control,High
Herpestes javanicus,Indian mongoose,Fiji,2012,2012,22416.03,Agriculture/Environment/Health,Control,High
Euphorbia esula,leafy spurge,United States of America,1992,1992,66283.00,Agriculture/Authorities-Stakeholders/Public and social welfare,Damage-Loss,High
Centaurea diffusa/Centaurea affinis/Rhaponticum repens,Diffuse knapweed/Spotted knapweed/Russian knapweed,United States of America,1994,1994,62840.57,Public and social welfare,Damage-Loss,High
Crepidula porcellana,slipper limpet,United Kingdom,2010,2010,66003.95,Authorities-Stakeholders/Fishery,Administration/Prevention,High
Myiopsitta monachus,monk parakeet,United Kingdom,2010,2010,66003.95,Authorities-Stakeholders,Control/Research,High
Eichhornia crassipes,water hyacinth,South Africa,1991,1991,16952.81,Authorities-Stakeholders,Control,High
Reynoutria japonica,Japanese knotweed,Spain,2017,2018,22232.27,Authorities-Stakeholders,Control/Eradication,High
Dittrichia viscosa/Elaeagnus angustifolia/Symphyotrichum subulatum,Aster squamatus/Dittrichia viscosa/Elaeagnus angustifolia,Spain,2008,2020,3377.46,Authorities-Stakeholders,Control,High
Centaurea diffusa/Centaurea affinis/Rhaponticum repens,Diffuse knapweed/Spotted knapweed/Russian knapweed,United States of America,1994,1994,64494.27,Public and social welfare,Damage-Loss,High
Aedes albopictus,Asian tiger mosquito,Switzerland,2000,2004,8596.89,Authorities-Stakeholders,Surveillance,High
Furcraea hexapetala,Cuban hemp,Ecuador,2007,2010,11821.97,Authorities-Stakeholders,Control,High
Neovison vison,American mink,Spain,2016,2016,45219.25,Authorities-Stakeholders,Control,High
Agave americana/Cylindropuntia sp./Carpobrotus sp./Cortaderia selloana/Opuntia ficus-indica /Opuntia aff. stricta/Cenchrus setaceus/Acacia sp./Aeonium sp./Aloe maculata/Arundo donax/Cotoneaster sp./Dimorphoteca sp./Eucalyptus sp/Lantana camara/Lonicera japonica/Malephora crocea/Myoporum tenuifolium/Nicotiana glauca/Parkinsonia aculeata/Pittosporum tobira/Portulacaria afra/Schinus molle/Washingtonia sp./Yucca sp.,Diverse/Unspecified,Spain,2020,2020,45291.09,Authorities-Stakeholders,Control/Information/Monitoring,High
Parkinsonia aculeata,parkinsonia,Australia,2015,2065,31604.62,Agriculture/Environment,Management,High
Polygonum sp.,knotweed,United States of America,2017,2017,41000.00,Public and social welfare,Damage-Loss,High
Lagocephalus sceleratus,silver-cheeked toadfish,Cyprus,2016,2016,46615.40,Fishery,Control/Eradication,High
Quercus rubra,Roble americano,Spain,2008,2020,3600.70,Authorities-Stakeholders,Control,High
Neovison vison,American mink,Spain,2012,2012,56996.55,Authorities-Stakeholders,Control,High
Eichhornia crassipes,water hyacinth,Nigeria,1990,1990,9701.26,Authorities-Stakeholders,Control/Eradication,High
